cid,bid,value
4799,2180,0.75
4798,2180,0.75
4797,2192,0.75
4796,2193,0.75
4795,2193,0.75
4794,2084,0.75
4681,2085,0.75
4675,2085,0.75
4699,2085,0.75
4680,2085,0.75
4393,2085,0.75
4671,2085,0.75
4672,2085,0.75
4631,2085,0.75
4674,2085,0.75
4632,2085,0.75
4590,2085,0.75
4495,2085,0.75
4265,2085,0.75
4266,2085,0.75
4299,2085,0.75
4108,2085,0.75
4110,2085,0.75
4111,2085,0.75
4391,2085,0.75
4563,1913,0.75
4404,1941,0.75
4619,1913,0.75
4609,2046,0.75
4418,1897,0.75
4440,1810,0.75
4580,2111,0.65
4464,1810,0.75
4083,2111,0.65
4276,1978,0.75
4085,2111,0.65
4277,1978,0.75
4086,2111,0.65
4087,2111,0.65
4088,2111,0.65
4046,2068,0.75
4313,1781,0.65
3992,2088,0.75
4024,1810,0.75
3993,2088,0.75
3910,2068,0.75
3911,2068,0.75
3986,1897,0.75
3912,1674,0.75
4008,1941,0.75
3780,2046,0.75
3781,2046,0.75
3782,2046,0.75
3869,1729,0.75
3815,2065,0.75
3817,2065,0.75
3819,2065,0.75
3821,2065,0.75
3716,2043,0.75
3760,2040,0.75
3718,2043,0.75
3761,2040,0.75
3472,1978,0.75
3719,2043,0.75
3720,2043,0.75
3765,2040,0.75
3715,2043,0.75
2840,1897,0.75
3470,1978,0.75
3471,1978,0.75
3388,1941,0.75
2938,1913,0.75
2939,1913,0.75
2940,1913,0.75
2942,1913,0.75
2808,1793,0.75
2809,1781,0.65
2237,1810,0.75
2832,1781,0.65
2789,1781,0.65
2836,1897,0.75
2838,1897,0.75
2839,1897,0.75
2107,1793,0.75
2235,1810,0.75
2108,1793,0.75
1520,1674,0.75
1670,1729,0.75
1672,1729,0.75
4662,2170,0.75
4663,2170,0.75
4750,2170,0.75
4665,2170,0.75
4793,2149,0.75
4792,2149,0.75
4293,2124,0.75
4592,1810,0.75
4295,2124,0.75
4286,2124,0.75
4288,2124,0.75
4791,2187,0.75
4790,2187,0.75
4789,1874,0.75
4788,2180,0.75
4787,1898,0.75
4786,2187,0.75
4785,2187,0.75
4784,2187,0.75
4783,2187,0.75
4782,2150,0.75
4781,2150,0.75
4780,2099,0.75
4779,2099,0.75
4778,2099,0.75
4777,2180,0.75
4776,2009,0.7
4775,2009,0.7
4774,2098,0.75
4773,2098,0.75
4772,2098,0.75
4771,2098,0.75
4713,1751,0.75
4714,1751,0.75
4711,1751,0.75
4712,1751,0.75
1941,1751,0.75
1942,1751,0.75
2390,1751,0.75
4656,1751,0.75
4710,1751,0.75
4668,1751,0.75
4669,1751,0.75
4770,2194,0.75
4769,2194,0.75
4768,2194,0.75
4767,2194,0.75
4766,2194,0.75
4765,2194,0.75
4764,21,0.75
4763,2129,0.75
4762,2170,0.75
4761,1840,0.65
4760,2009,0.7
4759,2009,0.7
4758,1885,0.75
4757,1885,0.75
4756,21,0.75
4755,1838,0.6
4754,2150,0.75
4753,2150,0.75
4752,2150,0.75
4751,2150,0.75
4749,2164,0.75
4748,2164,0.75
4747,2164,0.75
4746,2119,0.75
4745,2068,0.75
4744,1827,0.75
4743,1827,0.75
4742,1827,0.75
4741,1885,0.75
4740,1885,0.75
4739,1827,0.75
4738,1827,0.75
4737,1827,0.75
4736,1781,0.65
4735,2112,0.75
4734,1898,0.75
4733,1906,0.75
4732,2191,0.75
4731,2191,0.75
4730,2191,0.75
4729,2191,0.75
4728,2191,0.75
4727,2191,0.75
4726,2112,0.75
4725,2164,0.75
4724,1919,0.75
4723,2176,0.75
4722,2176,0.75
4721,2149,0.75
4720,2180,0.75
4719,2164,0.75
4718,1898,0.75
4717,2066,0.75
4716,2066,0.75
4715,2160,0.75
4709,1845,0.75
4708,1845,0.75
4707,2182,0.75
4706,2182,0.75
4705,2176,0.75
4704,2176,0.75
4703,2176,0.75
4702,2176,0.75
4701,2176,0.75
4700,2176,0.75
4698,2182,0.75
4697,2182,0.75
4696,2182,0.75
4695,2182,0.75
4694,2165,0.75
4693,2165,0.75
4692,2165,0.75
4691,2165,0.75
4690,2165,0.75
4689,2165,0.75
4688,2192,0.75
4687,2192,0.75
4686,2192,0.75
4685,2192,0.75
4684,2192,0.75
4683,2162,0.75
4682,2162,0.75
4679,2149,0.75
4678,2149,0.75
4677,2149,0.75
4676,2149,0.75
4673,2085,0.75
4670,2170,0.75
4667,2170,0.75
4666,2170,0.75
4664,2170,0.75
4661,2068,0.75
4660,2068,0.75
4659,2068,0.75
4658,2068,0.75
4657,2138,0.75
4655,2009,0.7
4654,1906,0.75
4653,1906,0.75
4652,2133,0.75
4651,1878,0.75
4650,1898,0.75
4649,1898,0.75
4648,1898,0.75
4647,1885,0.75
4646,1885,0.75
4645,2039,0.75
4644,2034,0.75
4643,2034,0.75
4642,2180,0.75
4641,2164,0.75
4640,1947,0.75
4639,1897,0.75
4638,1885,0.75
4637,1885,0.75
4636,1885,0.75
4635,1885,0.75
4634,1885,0.75
4633,1885,0.75
4630,2159,0.75
4629,2159,0.75
4628,2180,0.75
4627,2180,0.75
4626,2164,0.75
4625,2164,0.75
4624,1781,0.65
4623,2180,0.75
4622,2180,0.75
4621,2133,0.75
4620,1782,0.55
4618,2039,0.75
4617,2116,0.75
4616,1899,0.75
4615,1874,0.75
4614,1580,0.75
4613,1729,0.75
4612,2111,0.65
4611,1781,0.65
4610,1793,0.75
4608,2084,0.75
4607,2084,0.75
4606,2084,0.75
4605,2065,0.75
4604,2065,0.75
4603,2138,0.75
4602,2139,0.75
4601,2139,0.75
4600,2139,0.75
4599,2139,0.75
4598,2139,0.75
4597,1898,0.75
4596,2172,0.75
4595,2172,0.75
4594,2172,0.75
4593,1932,0.75
4591,2009,0.7
4589,2138,0.75
4588,2039,0.75
4587,2068,0.75
4586,1885,0.75
4585,1885,0.75
4584,1885,0.75
4583,1885,0.75
4582,1885,0.75
4581,1885,0.75
4579,2111,0.65
4578,1580,0.75
4577,2138,0.75
4576,2138,0.75
4575,2138,0.75
4574,1885,0.75
4573,2133,0.75
4572,2168,0.75
4571,2168,0.75
4570,1885,0.75
4569,2084,0.75
4568,2084,0.75
4567,2039,0.75
4566,2092,0.75
4565,2092,0.75
4564,2092,0.75
4562,2144,0.75
4561,2144,0.75
4560,2175,0.75
4559,1993,0.75
4558,1993,0.75
4557,1993,0.75
4556,1993,0.75
4555,2168,0.75
4554,2168,0.75
4553,2164,0.75
4552,2164,0.75
4551,2168,0.75
4550,2168,0.75
4549,2164,0.75
4548,2164,0.75
4547,2164,0.75
4546,2164,0.75
4545,2168,0.75
4544,2168,0.75
4543,1810,0.75
4542,2009,0.7
4541,2085,0.75
4540,1932,0.75
4539,2172,0.75
4538,2172,0.75
4537,2172,0.75
4536,2172,0.75
4535,2172,0.75
4534,2172,0.75
4533,2123,0.75
4532,2123,0.75
4531,1912,0.75
4530,1867,0.75
4529,1867,0.75
4528,1781,0.65
4527,1898,0.75
4526,1867,0.75
4525,1867,0.75
4524,1867,0.75
4523,1867,0.75
4522,1867,0.75
4521,1867,0.75
4520,1867,0.75
4519,1867,0.75
4518,2123,0.75
4517,1944,0.75
4516,2159,0.75
4515,2159,0.75
4514,2159,0.75
4513,2159,0.75
4512,2066,0.75
4511,21,0.75
4510,21,0.75
4509,1841,0.75
4508,1841,0.75
4507,2066,0.75
4506,1985,0.75
4505,1882,0.75
4504,1882,0.75
4503,2123,0.75
4502,2125,0.75
4501,1932,0.75
4500,1932,0.75
4499,2009,0.7
4498,2009,0.7
4497,1810,0.75
4496,1810,0.75
4494,2085,0.75
4493,1939,0.75
4492,1939,0.75
4491,1939,0.75
4490,1939,0.75
4489,1892,0.75
4488,1912,0.75
4487,2131,0.75
4486,1798,0.75
4485,1827,0.75
4484,1827,0.75
4483,1827,0.75
4482,1827,0.75
4481,1827,0.75
4480,1827,0.75
4479,1827,0.75
4478,1827,0.75
4477,1827,0.75
4476,1827,0.75
4475,1980,0.75
4474,1892,0.75
4473,2160,0.75
4472,1985,0.75
4471,1985,0.75
4470,2123,0.75
4469,2123,0.75
4468,2123,0.75
4467,1892,0.75
4466,2160,0.75
4465,2160,0.75
4463,1985,0.75
4462,1985,0.75
4461,1985,0.75
4460,1985,0.75
4459,1701,0.75
4458,2150,0.75
4457,2150,0.75
4456,2150,0.75
4455,2150,0.75
4454,2150,0.75
4453,2150,0.75
4452,2150,0.75
4451,2150,0.75
4450,1600,0.75
4449,1798,0.75
4448,1841,0.75
4447,1701,0.75
4446,2160,0.75
4445,2085,0.75
4444,2159,0.75
4443,2159,0.75
4442,1985,0.75
4441,1985,0.75
4439,1935,0.75
4438,1935,0.75
4437,1935,0.75
4436,1935,0.75
4435,1935,0.75
4434,1935,0.75
4433,1935,0.75
4432,1935,0.75
4431,2160,0.75
4430,2160,0.75
4429,2160,0.75
4428,2160,0.75
4427,1912,0.75
4426,2131,0.75
4425,2131,0.75
4424,2131,0.75
4423,2131,0.75
4422,1941,0.75
4421,1935,0.75
4420,1975,0.75
4419,2067,0.7
4417,2030,0.75
4416,2142,0.75
4415,2142,0.75
4414,2142,0.75
4413,2142,0.75
4412,1781,0.65
4411,2039,0.75
4410,1841,0.75
4409,1781,0.65
4408,2158,0.75
4407,1838,0.6
4406,1838,0.6
4405,1941,0.75
4403,2122,0.75
4402,2122,0.75
4401,2144,0.75
4400,2067,0.7
4399,1932,0.75
4398,1838,0.6
4397,1944,0.75
4396,1600,0.75
4395,1600,0.75
4394,1781,0.65
4392,2085,0.75
4390,2085,0.75
4389,1781,0.65
4388,1781,0.65
4387,2158,0.75
4386,2131,0.75
4385,2131,0.75
4384,2131,0.75
4383,1926,0.75
4382,2043,0.75
4381,2144,0.75
4380,21,0.75
4379,2153,0.75
4378,2153,0.75
4377,2153,0.75
4376,2153,0.75
4375,1750,0.01
4374,1750,0.01
4373,1750,0.01
4372,1750,0.01
4371,1750,0.01
4370,1750,0.01
4369,1750,0.01
4368,1750,0.01
4367,1874,0.75
4366,1874,0.75
4365,1841,0.75
4364,1841,0.75
4363,1841,0.75
4362,1841,0.75
4361,1841,0.75
4360,1841,0.75
4359,1781,0.65
4358,2043,0.75
4357,1733,0.75
4356,1733,0.75
4355,1733,0.75
4354,1733,0.75
4353,1733,0.75
4352,1898,0.75
4351,1898,0.75
4350,1898,0.75
4349,1898,0.75
4348,2144,0.75
4347,2144,0.75
4346,2118,0.75
4345,2118,0.75
4344,2118,0.75
4343,2118,0.75
4342,2118,0.75
4341,2118,0.75
4340,2118,0.75
4339,2142,0.75
4338,2142,0.75
4337,2142,0.75
4336,2142,0.75
4335,2142,0.75
4334,1898,0.75
4333,2132,0.75
4332,2137,0.75
4331,2137,0.75
4330,2132,0.75
4329,1733,0.75
4328,1733,0.75
4327,1733,0.75
4326,1733,0.75
4325,1733,0.75
4324,2124,0.75
4323,2124,0.75
4322,1898,0.75
4321,1898,0.75
4320,1898,0.75
4319,2039,0.75
4318,2039,0.75
4317,1906,0.75
4316,1906,0.75
4315,2129,0.75
4314,2129,0.75
4312,1781,0.65
4311,1840,0.65
4310,1840,0.65
4309,1838,0.6
4308,1838,0.6
4307,2133,0.75
4306,2133,0.75
4305,2133,0.75
4304,2142,0.75
4303,2142,0.75
4302,2142,0.75
4301,2085,0.75
4300,2142,0.75
4298,2142,0.75
4297,2142,0.75
4296,2142,0.75
4294,2124,0.75
4292,2124,0.75
4291,2084,0.75
4290,2124,0.75
4289,2124,0.75
4287,2124,0.75
4285,2124,0.75
4284,2121,0.75
4283,2121,0.75
4282,21,0.75
4281,2061,0.75
4280,2061,0.75
4279,2061,0.75
4278,2061,0.75
4275,1978,0.75
4274,2068,0.75
4273,2141,0.75
4272,2141,0.75
4271,2141,0.75
4270,2141,0.75
4269,1781,0.65
4268,1944,0.75
4267,2123,0.75
4264,2132,0.75
4263,2133,0.75
4262,2133,0.75
4261,21,0.75
4260,2132,0.75
4259,2132,0.75
4258,2132,0.75
4257,2132,0.75
4256,2125,0.75
4255,2125,0.75
4254,2125,0.75
4253,2125,0.75
4252,2137,0.75
4251,2137,0.75
4250,2137,0.75
4249,2137,0.75
4248,2122,0.75
4247,2122,0.75
4246,2122,0.75
4245,2122,0.75
4244,2119,0.75
4243,2119,0.75
4242,2134,0.75
4241,2134,0.75
4240,2134,0.75
4239,2134,0.75
4238,2134,0.75
4237,2134,0.75
4236,2134,0.75
4235,2090,0.75
4234,2090,0.75
4233,2090,0.75
4232,2090,0.75
4231,2123,0.75
4230,2123,0.75
4229,2123,0.75
4228,2123,0.75
4227,1750,0.01
4226,1750,0.01
4225,1750,0.01
4224,1750,0.01
4223,1750,0.01
4222,1750,0.01
4221,1750,0.01
4220,1750,0.01
4219,2129,0.75
4218,2129,0.75
4217,2129,0.75
4216,2129,0.75
4215,2129,0.75
4214,2129,0.75
4213,1750,0.01
4212,2125,0.75
4211,2125,0.75
4210,1899,0.75
4209,1899,0.75
4208,2108,0.75
4207,2062,0.75
4206,2062,0.75
4205,2062,0.75
4204,2068,0.75
4203,2039,0.75
4202,2092,0.75
4201,2092,0.75
4200,2092,0.75
4199,1827,0.75
4198,1827,0.75
4197,1827,0.75
4196,1935,0.75
4195,1935,0.75
4194,1935,0.75
4193,1935,0.75
4192,1769,0.75
4191,2062,0.75
4190,2062,0.75
4189,2062,0.75
4188,2062,0.75
4187,2002,0.75
4186,2002,0.75
4185,2117,0.75
4184,2117,0.75
4183,2117,0.75
4182,2117,0.75
4181,2117,0.75
4180,2117,0.75
4179,2117,0.75
4178,2117,0.75
4177,2128,0.75
4176,2128,0.75
4175,2128,0.75
4174,2128,0.75
4173,2128,0.75
4172,2128,0.75
4171,2128,0.75
4170,1846,0.75
4169,1846,0.75
4168,1846,0.75
4167,1846,0.75
4166,1846,0.75
4165,1975,0.75
4164,1750,0.01
4163,2112,0.75
4162,2112,0.75
4161,1899,0.75
4160,2099,0.75
4159,2099,0.75
4158,2099,0.75
4157,2099,0.75
4156,1944,0.75
4155,2119,0.75
4154,2119,0.75
4153,2002,0.75
4152,2002,0.75
4151,2002,0.75
4150,2108,0.75
4149,2108,0.75
4148,2108,0.75
4147,2116,0.75
4146,2116,0.75
4145,2116,0.75
4144,2116,0.75
4143,2116,0.75
4142,2116,0.75
4141,2116,0.75
4140,2039,0.75
4139,2039,0.75
4138,2039,0.75
4137,2039,0.75
4136,2039,0.75
4135,2039,0.75
4134,2039,0.75
4133,2039,0.75
4132,2039,0.75
4131,2039,0.75
4130,2039,0.75
4129,2039,0.75
4128,2039,0.75
4127,1898,0.75
4126,1898,0.75
4125,1898,0.75
4124,2106,0.75
4123,2126,0.75
4122,1899,0.75
4121,1899,0.75
4120,1899,0.75
4119,1899,0.75
4118,2106,0.75
4117,2123,0.75
4116,21,0.75
4115,1947,0.75
4114,1810,0.75
4113,1810,0.75
4112,2085,0.75
4109,2085,0.75
4107,2067,0.7
4106,1838,0.6
4105,2115,0.75
4104,2115,0.75
4103,2115,0.75
4102,2111,0.65
4101,2043,0.75
4100,2043,0.75
4099,2027,0.75
4098,2076,0.75
4097,2076,0.75
4096,2076,0.75
4095,2076,0.75
4094,2076,0.75
4093,2076,0.75
4092,2076,0.75
4091,2076,0.75
4090,2067,0.7
4089,1810,0.75
4084,2111,0.65
4082,2111,0.65
4081,1827,0.75
4080,2106,0.75
4079,2106,0.75
4078,2106,0.75
4077,2106,0.75
4076,1906,0.75
4075,1781,0.65
4074,2108,0.75
4073,1944,0.75
4072,1654,0.75
4071,1654,0.75
4070,1840,0.65
4069,1840,0.65
4068,1774,0.75
4067,2107,0.75
4066,2032,0.75
4065,2032,0.75
4064,2107,0.75
4063,2107,0.75
4062,2107,0.75
4061,2107,0.75
4060,2009,0.7
4059,2112,0.75
4058,2112,0.75
4057,2112,0.75
4056,2112,0.75
4055,2112,0.75
4054,2112,0.75
4053,2112,0.75
4052,1939,0.75
4051,1939,0.75
4050,1729,0.75
4049,1580,0.75
4048,1634,0.75
4047,1939,0.75
4045,2043,0.75
4044,2043,0.75
4043,2067,0.7
4042,2066,0.75
4041,1855,0.75
4040,1750,0.01
4039,1959,0.75
4038,2036,0.75
4037,2036,0.75
4036,1882,0.75
4035,1751,0.75
4034,1751,0.75
4033,1751,0.75
4032,1750,0.01
4031,1838,0.6
4030,1917,0.75
4029,1932,0.75
4028,1932,0.75
4027,1932,0.75
4026,1932,0.75
4025,1580,0.75
4023,1654,0.75
4022,1838,0.6
4021,1838,0.6
4020,1855,0.75
4019,1855,0.75
4018,1838,0.6
4017,1855,0.75
4016,2084,0.75
4015,2068,0.75
4014,1947,0.75
4013,1848,0.6
4012,1634,0.75
4011,1810,0.75
4010,1810,0.75
4009,1634,0.75
4007,1941,0.75
4006,2108,0.75
4005,2108,0.75
4004,2108,0.75
4003,2108,0.75
4002,2108,0.75
4001,2108,0.75
4000,21,0.75
3999,2088,0.75
3998,2088,0.75
3997,2088,0.75
3996,2088,0.75
3995,2088,0.75
3994,2088,0.75
3991,2100,0.75
3990,2100,0.75
3989,2100,0.75
3988,2100,0.75
3987,2084,0.75
3985,1917,0.75
3984,1917,0.75
3983,1917,0.75
3982,2098,0.75
3981,2098,0.75
3980,2098,0.75
3979,2098,0.75
3978,2098,0.75
3977,2098,0.75
3976,2098,0.75
3975,2098,0.75
3974,2098,0.75
3973,1600,0.75
3972,1600,0.75
3971,1600,0.75
3970,1892,0.75
3969,1898,0.75
3968,2087,0.75
3967,2087,0.75
3966,2087,0.75
3965,2087,0.75
3964,2087,0.75
3963,2087,0.75
3962,2087,0.75
3961,2009,0.7
3960,1959,0.75
3959,1959,0.75
3958,1959,0.75
3957,1959,0.75
3956,1959,0.75
3955,1959,0.75
3954,2096,0.75
3953,2043,0.75
3952,2096,0.75
3951,2096,0.75
3950,2096,0.75
3949,2096,0.75
3948,2096,0.75
3947,2096,0.75
3946,2096,0.75
3945,2096,0.75
3944,2096,0.75
3943,2096,0.75
3942,1821,0.75
3941,1821,0.75
3940,1821,0.75
3939,1821,0.75
3938,1751,0.75
3937,1751,0.75
3936,1751,0.75
3935,1751,0.75
3934,2084,0.75
3933,2084,0.75
3932,2084,0.75
3931,2084,0.75
3930,2084,0.75
3929,1757,0.75
3928,2022,0.75
3927,1848,0.6
3926,2036,0.75
3925,1604,0.5
3924,1580,0.75
3923,1580,0.75
3922,2023,0.75
3921,2023,0.75
3920,2023,0.75
3919,2023,0.75
3918,2023,0.75
3917,2023,0.75
3916,1977,0.75
3915,1864,0.75
3914,1864,0.75
3913,1991,0.6
3909,1654,0.75
3908,1892,0.75
3907,1892,0.75
3906,1892,0.75
3905,1892,0.75
3904,1892,0.75
3903,1892,0.75
3902,1892,0.75
3901,1892,0.75
3900,2086,0.75
3899,2034,0.75
3898,2086,0.75
3897,2086,0.75
3896,2086,0.75
3895,2086,0.75
3894,2086,0.75
3893,2034,0.75
3892,1864,0.75
3891,1251,0.6
3890,1251,0.6
3889,2034,0.75
3888,2034,0.75
3887,2009,0.7
3886,2009,0.7
3885,2093,0.75
3884,2093,0.75
3883,2093,0.75
3882,2089,10.0
3881,1769,0.75
3880,1769,0.75
3879,1769,0.75
3878,1769,0.75
3877,2074,0.75
3876,1729,0.75
3875,2089,10.0
3874,1729,0.75
3867,1729,0.75
3866,1905,0.75
3865,1917,0.75
3864,1917,0.75
3863,1917,0.75
3862,2075,0.75
3861,2075,0.75
3860,2075,0.75
3859,2075,0.75
3858,2075,0.75
3857,2075,0.75
3856,2075,0.75
3855,1782,0.55
3854,1906,0.75
3853,2024,0.75
3852,1983,0.75
3851,1939,0.75
3850,2077,0.75
3849,2077,0.75
3848,2077,0.75
3847,2077,0.75
3846,2077,0.75
3845,2077,0.75
3844,1813,0.75
3843,1813,0.75
3842,1813,0.75
3841,1813,0.75
3840,2071,0.75
3839,2071,0.75
3838,2071,0.75
3837,1885,0.75
3836,1885,0.75
3835,2072,0.75
3834,2072,0.75
3833,2072,0.75
3832,2072,0.75
3831,2072,0.75
3830,2072,0.75
3829,2072,0.75
3828,1932,0.75
3827,21,0.75
3826,2074,0.75
3825,2074,0.75
3824,2074,0.75
3823,2046,0.75
3822,2065,0.75
3820,2065,0.75
3818,2065,0.75
3816,2065,0.75
3814,1896,0.75
3813,1896,0.75
3812,2030,0.75
3811,2030,0.75
3810,2030,0.75
3809,2030,0.75
3808,2030,0.75
3807,2029,0.75
3806,2029,0.75
3805,2029,0.75
3804,2029,0.75
3803,2029,0.75
3802,2029,0.75
3801,2029,0.75
3800,2029,0.75
3799,2029,0.75
3798,2029,0.75
3797,2029,0.75
3796,2071,0.75
3795,2071,0.75
3794,2071,0.75
3793,2071,0.75
3792,1251,0.6
3791,2035,0.75
3790,2035,0.75
3789,2035,0.75
3788,2035,0.75
3787,2067,0.7
3786,2067,0.7
3785,2067,0.7
3784,2067,0.7
3783,2067,0.7
3779,2046,0.75
3778,2046,0.75
3777,2046,0.75
3776,2066,0.75
3775,2066,0.75
3774,2066,0.75
3773,2066,0.75
3772,2066,0.75
3771,2066,0.75
3770,2066,0.75
3769,2066,0.75
3768,2066,0.75
3767,1654,0.75
3766,2040,0.75
3764,2040,0.75
3763,2040,0.75
3762,2040,0.75
3759,1750,0.01
3758,1896,0.75
3757,2064,0.75
3756,2064,0.75
3755,2064,0.75
3754,1782,0.55
3753,1782,0.55
3752,1782,0.55
3751,1810,0.75
3750,1838,0.6
